internship_title,company_name,location,start_date,duration,stipend,Skills,gender
Anchoring,GreyCampus,Work From Home,Immediately,1 Month,"₹ 15,000 /month","Teleprompter, Public Speaking, Scriptwriting, Camera Presence, Voice Modulation",ANY
Database Building/Management,ARK Exim,Nashik,Immediately,1 Month,"₹ 4,000 /month +  Incentives","SQL, NoSQL (MongoDB), Microsoft Excel, Web scraping tools (Beautiful Soup), Data cleaning techniques",Female
Social Media Marketing,Your Desk,Gurgaon,Immediately,1 Month,"₹ 10,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Social Media Marketing,Toothfully Yours,Pune,Immediately,1 Month,"₹ 5,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Event Management,Good Cause,Delhi,Immediately,1 Month,"₹ 10,000-15,000 /month","Event planning software (Cvent, Eventbrite), Project management tools (Asana, Trello), Microsoft Office Suite, Budgeting (Excel), Social media marketing",ANY
Social Media Marketing,Samvarddh Associates Private Limited,Work From Home,Immediately,1 Month,"₹ 2,000-4,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Search Engine Optimization (SEO),RJ Maison Luxe,Gurgaon,Immediately,1 Month,"₹ 10,000 /month","SEMrush/Ahrefs, Google Analytics, Search Console, Screaming Frog, Technical/On-page/Off-page SEO",ANY
Social Media Marketing,Above The Fold,Work From Home,Immediately,1 Month,"₹ 5,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",Female
Marketing,DGate Integrated Services Private Limited,Bangalore,Immediately,1 Month,"₹ 10,000-15,000 /month","Google Analytics, SEO/SEM, Social media, Email marketing, CRM",ANY
Ecommerce Listing Support,CLAP - Creative Learning Arts & Performance,Work From Home,Immediately,1 Month,"₹ 10,000 /month","E-commerce platforms (Amazon Seller Central, Shopify), Microsoft Excel (bulk uploads), Basic image editing, SEO keywords",ANY
Sales Consultant,Novel Nuggets,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives","CRM, LinkedIn Sales Navigator, Microsoft Office Suite, Presentation Software, Communication Tools",ANY
Video Editing,Mindwize,Noida,Immediately,1 Month,"₹ 5,000 /month","Adobe Premiere Pro, Final Cut Pro, DaVinci Resolve, After Effects",ANY
Program Management (Torch Bearer),HappiMynd,Work From Home,Immediately,1 Month,"₹ 2,000-3,000 /month","MS Project, Asana, MS Office Suite, Budgeting, Stakeholder communication",Female
HR,My Digital Agency,Pune,Immediately,1 Month,"₹ 7,000 /month","HRIS, ATS, MS Office, LinkedIn Recruiter, Payroll software",ANY
Sales,Dapper Drape,Work From Home,Immediately,1 Month,"₹ 1,500 /month","CRM, Sales engagement platforms, LinkedIn Sales Navigator, Microsoft Office Suite",ANY
Online Teaching,Ace Coders,Work From Home,Immediately,1 Month,"₹ 5,000 lump sum","Video conferencing (Zoom), Online whiteboard, LMS, Screen sharing, Subject expertise",ANY
Social Wellbeing Research,HappiMynd,Work From Home,Immediately,1 Month,"₹ 1,000-2,000 /month","SPSS/R, NVivo, Survey tools, Qualitative/quantitative methods, Ethics",ANY
Facebook Marketing,Cyber Pathshala India,Work From Home,Immediately,1 Month,"₹ 3,000 /month +  Incentives","Facebook Ads Manager, Business Suite, Canva, Google Analytics, Copywriting",ANY
React - Python Development,NGS India,Navi Mumbai,Immediately,1 Month,"₹ 5,000 /month","React.js, Python, Django, Flask, JavaScript, HTML, CSS, REST APIs, Git, PostgreSQL/MySQL, Redux",ANY
Content Creation,Cyboard - The Online School,Gurgaon,Immediately,1 Month,"₹ 15,000 /month","Canva, Adobe Spark, Video editing apps (CapCut), WordPress, SEO basics, Copywriting",Female
Accounting & Bookkeeping,FinThink Academy,Jammu,Immediately,1 Month,"₹ 6,000 /month","Tally, QuickBooks, Excel, Bookkeeping principles, GST",ANY
Onboarding,Intervue,Work From Home,Immediately,1 Month,"₹ 8,000 /month","HRIS, Onboarding software, MS Office, Presentation skills",ANY
Academic Counseling,VSVK Pro Education Private Limited,Work From Home,Immediately,1 Month,"₹ 2,500 /month","CRM, Telephony software, University knowledge, Counseling techniques, MS Office",ANY
Instagram Reels Creation,Jorim Technology Solutions Private Limited,Chennai,Immediately,1 Month,"₹ 10,000 /month","Video editing apps (CapCut, InShot), Canva, Instagram trends analysis",ANY
Human Resources (HR),HR Footprints,Nizampet,Immediately,1 Month,"₹ 8,000-10,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",Female
Social Media Management,Kitchen Spurs,Mumbai,Immediately,1 Month,"₹ 12,000 /month","Hootsuite/Buffer/Later, Canva, Social media analytics, Content calendar, Community engagement",ANY
Accounts & Finance,Saraswati Constructions,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives","Tally, QuickBooks, Excel, SAP, Financial reporting, Taxation",ANY
Web Designing,Megha Mam (Freelancer IT Services),Indore,Immediately,1 Month,"₹ 5,000 /month","Figma, Adobe XD, HTML, CSS, JavaScript, WordPress, UI/UX principles",ANY
Graphic Design,Think Dynamik Media,Work From Home,Immediately,1 Month,"₹ 2,000-5,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
SEO (Off Page),CaptureATrip India Private Limited,Work From Home,Immediately,1 Month,"₹ 4,500-6,000 /month","Ahrefs/SEMrush, Link building strategies, Outreach tools, Google Analytics",ANY
Digital Marketing,Jazp,Bangalore,Immediately,1 Month,"₹ 8,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
E-commerce Operations,Zenmach Technologies Private Limited,Hyderabad,Immediately,1 Month,"₹ 5,000 /month","Shopify/Magento/WooCommerce, Inventory management systems, Order processing software, Microsoft Excel, Customer service platforms",ANY
Human Resources (HR),SuperTails,Bangalore,Immediately,1 Month,"₹ 15,000-20,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Digital Marketing,INTEGRATED EDUSYSTEMS PRIVATE LIMITED,Delhi,Immediately,1 Month,"₹ 3,000 /month +  Incentives","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Talent Acquisition - Sourcing,Zillancer,Navi Mumbai,Immediately,1 Month,"₹ 15,000 /month","LinkedIn Recruiter, Boolean search, GitHub/Stack Overflow sourcing, ATS, Social media sourcing",ANY
Marketing,BAI Infosolutions Private Limited,Gurgaon,Immediately,1 Month,"₹ 15,000 /month","Google Analytics, SEO/SEM, Social media, Email marketing, CRM",ANY
Interior Design,ModScale,Bangalore,Immediately,1 Month,"₹ 8,000 /month","AutoCAD, SketchUp, Revit, 3ds Max, V-Ray, Photoshop, Lumion",ANY
Social Media Marketing,Brandshark,Bangalore,Immediately,1 Month,"₹ 5,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Android App Development,Eximap Nisarg Private Limited,Work From Home,Immediately,1 Month,"₹ 5,000 /month +  Incentives","Java, Kotlin, Android Studio, XML, Android SDK, Firebase, Git, REST APIs",ANY
Social Media Marketing,GrowthAide,Work From Home,Immediately,1 Month,"₹ 5,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Content Editing,TechWhoop,Work From Home,Immediately,1 Month,"₹ 3,000 /month","MS Word (Track Changes), Grammarly, AP/Chicago Style, SEO, Fact-checking",ANY
UI/UX Design,Business Toys,Bangalore,Immediately,1 Month,"₹ 10,000 /month","Figma, Sketch, Adobe XD, InVision, Zeplin, User research methods, Wireframing, Prototyping",ANY
Lead Generation,SKIMA,Mumbai,Immediately,1 Month,"₹ 20,000 /month","CRM, LinkedIn Sales Navigator, Email finder tools, Web scraping",ANY
Embedded Software/Hardware DevelopeMENT,Mag9 Energies Private Limited,Mumbai,Immediately,1 Month,"₹ 5,000-15,000 /month","C/C++, Microcontrollers, PCB design (Eagle), RTOS, Soldering, Oscilloscope",ANY
Web Development,Samruddhi Industries,Navi Mumbai,Immediately,1 Month,"₹ 6,000 /month","HTML, CSS, JavaScript, React/Angular/Vue, Node.js, SQL/NoSQL, Git",ANY
Business Development,HyperVerge,Bangalore,Immediately,1 Month,"₹ 25,000 /month","CRM, LinkedIn Sales Navigator, Sales prospecting tools, Microsoft Office Suite",ANY
Motion Graphics,Your Marketing Mascot,Work From Home,Immediately,1 Month,"₹ 2,000 /month","Adobe After Effects, Illustrator, Cinema 4D, Principles of animation",Female
Graphic Design,Nuage Health Devices Private Limited,Delhi,Immediately,1 Month,"₹ 10,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Human Resources (HR),Cocentrus,Delhi,Immediately,1 Month,"₹ 5,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Graphic Design,ProTeam Softwares India Private Limited,Chennai,Immediately,1 Month,"₹ 10,000-12,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Business Development (Sales),Reyan Consultancy Services,Work From Home,Immediately,1 Month,"₹ 15,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Social Media Marketing,Vermi Organics Private Limited,Work From Home,Immediately,1 Month,"₹ 5,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Stock Market Research,ADSMIT MEDIA,Work From Home,Immediately,6 Months,"₹ 4,500-7,000 /month","Excel, Bloomberg/Reuters, Charting software, Financial statement analysis",ANY
Legal Research,Independent Thought,Greater Noida,Immediately,6 Months,Unpaid,"Westlaw/LexisNexis, Manupatra, Legal drafting, MS Word, Citation management",ANY
Chartered Financial Analytics (Level-1),Boston Institute Of Analytics Global Education Private Limited,Mumbai,Immediately,6 Months,"₹ 15,000 /month","Microsoft Excel, Financial Modeling, Bloomberg Terminal, Python/R for finance, SQL, CFA curriculum knowledge",ANY
AI Research & Engineering,Elementals.ai,Bangalore,Immediately,6 Months,"₹ 15,000-18,000 /month","Python, TensorFlow/PyTorch, Scikit-learn, Research paper implementation, Advanced math",ANY
Human Resources (HR),Masin Projects Private Limited,Gurgaon,Immediately,6 Months,"₹ 5,000-10,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",Female
Business Development,StockUp,Hyderabad,Immediately,6 Months,"₹ 2,000 /month","CRM, LinkedIn Sales Navigator, Sales prospecting tools, Microsoft Office Suite",ANY
Video Making/Editing,LIV Worldwide,Delhi,Immediately,6 Months,"₹ 5,000-10,000 /month","Adobe Premiere Pro/Final Cut Pro, CapCut, After Effects basics",ANY
Industrial Automation And Electrical And Electronics Tech Support Engineering,Eaasy Tech,Nagpur,Not specified,6 Months,"₹ 8,000 /month","PLC programming, SCADA, HMI, AutoCAD Electrical, Troubleshooting skills",ANY
Content & Copy Writing,Prizalo Enterprises,Work From Home,Immediately,6 Months,"₹ 2,000 /month","SEO, AIDA, Grammarly, WordPress, Storytelling",ANY
International Business Development,FinBridge,Delhi,Immediately,6 Months,"₹ 10,000-20,000 /month","CRM, LinkedIn Sales Navigator, Market research, Cross-cultural communication, Export/import knowledge",ANY
Reel Script Writing,Top Talent Bridge,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Storytelling, Trend analysis, Short-form writing, AIDA framework",Female
Video Content Creation,Kripesh Adwani,Bhopal,Immediately,6 Months,"₹ 5,000-12,000 /month","Adobe Premiere Pro, Camera operation, Scriptwriting, Lighting, Audio",ANY
Customer Service,UXINDIA,Work From Home,Immediately,6 Months,"₹ 8,000-10,000 /month","CRM, Helpdesk software (Zendesk, Freshdesk), Live chat tools, Telephony systems, Microsoft Office",ANY
Content Writing,Everyday Job Alert,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives","WordPress, SEO tools, Grammarly, Plagiarism checker, Google Docs, Canva",ANY
Telecalling,Docsy MedTech Private Limited,Work From Home,Immediately,6 Months,"₹ 2,000-3,000 /month","CRM, Dialing Software, Microsoft Excel, Google Sheets, Communication Scripts",Female
Python Development,Pragament Tech Solutions Private Limited,Hyderabad,Immediately,6 Months,"₹ 10,000 /month +  Incentives","Python, Django/Flask, Pandas, NumPy, SQL, Git, REST APIs",ANY
Frontend & WordPress Development,Clever Growth Private Limited,Work From Home,Immediately,6 Months,"₹ 8,000-15,000 /month","HTML, CSS, JavaScript, React, WordPress, PHP, Elementor, Git",ANY
Social Media Marketing,AnAr Solutions Private Limited,Work From Home,Immediately,6 Months,"₹ 10,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Digital Marketing,MitraSena,Nagpur,Immediately,6 Months,"₹ 3,000-8,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Motion Graphics,Basavaraj Biradar,Bangalore,Immediately,6 Months,"₹ 7,000 /month","Adobe After Effects, Illustrator, Cinema 4D, Principles of animation",ANY
Electrical Engineering,Isourse,Delhi,Immediately,6 Months,"₹ 20,000 /month","MATLAB/Simulink, PSpice, AutoCAD Electrical, ETAP, PLC programming",ANY
Admissions Counselling,MANPREET  KAUR,Work From Home,Immediately,6 Months,"₹ 8,000-20,000 /month","CRM, Video conferencing, University portals, Counseling techniques",ANY
Teaching- Mathematics (Class 9),Maraekat Infotech Limited,Mumbai,Immediately,6 Months,"₹ 5,000-7,000 /month","Subject knowledge, Online whiteboard, Pen tablet, GeoGebra",ANY
Digital Marketing,CloudThat,Bangalore,Immediately,6 Months,"₹ 7,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Backend Development,ZasmLabs (OPC) Private Limited,Pune,Immediately,6 Months,"₹ 15,000 /month +  Incentives","Node.js/Python/Java/Go, SQL/NoSQL databases, REST/GraphQL APIs, Docker, Git",ANY
Digital Marketing,Prosync Infotech Private Limited,Delhi,Immediately,6 Months,"₹ 9,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
WordPress Development,Blue Planet Info Solutions Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month","WordPress, PHP, MySQL, HTML, CSS, JavaScript, Page builders (Elementor), Git",ANY
Digital Marketing,FLEECA INDIA PRIVATE LIMITED,Jaipur,Immediately,6 Months,"₹ 3,000-10,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
WordPress Development,The Devisors Technologies,Work From Home,Immediately,6 Months,"₹ 1,000 /month","WordPress, PHP, MySQL, HTML, CSS, JavaScript, Page builders (Elementor), Git",ANY
Content Creation,Hello Study Global,Work From Home,Immediately,6 Months,"₹ 2,000 /month","Canva, Adobe Spark, Video editing apps (CapCut), WordPress, SEO basics, Copywriting",ANY
Simulation Development And Testing,Quantum Quasar,Nagpur,Not specified,6 Months,"₹ 11,000 /month","MATLAB/Simulink, Python, C++, Unit testing, V&V process",ANY
Creative Design - Video Editing & Graphic Design,BranDigitalize,Work From Home,Immediately,6 Months,"₹ 3,000 /month","Adobe Premiere Pro, After Effects, Photoshop, Illustrator, Canva",ANY
News Writing,Vertechno,Work From Home,Immediately,6 Months,"₹ 2,000 /month","AP Style, WordPress, Fact-checking, SEO basics, Brevity",ANY
Digital Marketing,I Cap Financial Services,Bangalore,Immediately,6 Months,"₹ 3,000-10,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Equity Analytics,Integra Capital Management Limited,Delhi,Immediately,6 Months,"₹ 5,000 /month","Excel, Python/R for finance, SQL, Bloomberg/Reuters, Statistical analysis, Financial modeling",ANY
Law/Legal,The Law Basic,Work From Home,Immediately,6 Months,Unpaid,"Legal research (Westlaw, LexisNexis), Case management, MS Word, Legal drafting",ANY
Business Development (Sales),Edzer Education Private Limited,Work From Home,Immediately,6 Months,"₹ 4,000 /month +  Incentives","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Digital Marketing,Pratah Kiran,Delhi,Immediately,6 Months,"₹ 10,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
14 Days Virtual Charity Drive,Pawzz,Work From Home,Immediately,2 Weeks,"₹ 1,500-10,000 lump sum","Social Media, Fundraising Platforms (Ketto, Milaap), Canva, Communication tools (WhatsApp, Zoom)",ANY
English (Teaching),Sarvam Foundation,Work From Home,Immediately,2 Weeks,Unpaid,"Lesson planning, Classroom management, English grammar, TEFL/TESOL methods",ANY
E-Commerce Management,Cityvibes,Jaipur,Immediately,2 Weeks,"₹ 9,000 /month","Shopify/Magento/WooCommerce, Google Analytics, SEO, PPC, Email marketing",ANY
Talent Acquisition,Social HR,Pune,Immediately,2 Weeks,"₹ 5,000 /month","ATS, LinkedIn Recruiter, Sourcing, Boolean search, Interviewing",ANY
Campus Ambassador,Formfees,Work From Home,Immediately,2 Weeks,Performance Based,"Social media, Public speaking, Networking, Event promotion",ANY
Operations,Freelancer IT Services,Indore,Immediately,2 Weeks,"₹ 5,000-10,000 /month","ERP, MS Excel, Project management tools, Process optimization, Data analysis",ANY
